trace,kind,round,accuracy,tier,degree,avg_coverage_width,tau_vs_true,symdiff_vs_true,tau_vs_final,symdiff_vs_final,tau_vs_prev,symdiff_vs_prev
#4 linear-control,oracle,18,0.481956,insufficient,2,0.392724,0.437490,8,0.442190,6,0.472229,12
#4 linear-control,oracle,19,0.481986,insufficient,2,0.392712,0.623909,16,0.617250,16,0.336772,16
#4 linear-control,oracle,20,0.482035,insufficient,2,0.392687,0.612660,16,0.607230,16,0.928494,0
#4 linear-control,oracle,21,0.483004,insufficient,2,0.392674,0.632727,4,0.635224,4,0.570164,16
#4 linear-control,oracle,22,0.483037,insufficient,2,0.392662,0.670067,16,0.675155,16,0.551925,16
#4 linear-control,oracle,23,0.483055,insufficient,2,0.392649,0.519133,12,0.533132,10,0.531798,10
#4 linear-control,oracle,24,0.489260,insufficient,2,0.392637,0.666983,6,0.681961,6,0.494910,10
#4 linear-control,oracle,25,0.491184,insufficient,2,0.392620,0.593561,8,0.591598,8,0.712745,6
#4 linear-control,oracle,26,0.491263,insufficient,2,0.392574,0.604979,8,0.605831,8,0.974742,0
#4 linear-control,oracle,27,0.492901,insufficient,2,0.392536,0.600141,8,0.602395,6,0.505819,8
#4 linear-control,oracle,28,0.493019,insufficient,2,0.392439,0.650168,6,0.676091,6,0.552201,10
#4 linear-control,oracle,29,0.493024,insufficient,2,0.392437,0.594300,12,0.615187,10,0.515858,14
#4 linear-control,oracle,30,0.499824,insufficient,2,0.392420,0.586609,10,0.588082,10,0.695421,8
#4 linear-control,oracle,31,0.499869,insufficient,2,0.392393,0.613177,6,0.622532,8,0.632182,10
#4 linear-control,oracle,32,0.499875,insufficient,2,0.390410,0.633523,6,0.653421,4,0.777674,4
#4 linear-control,oracle,33,0.507071,insufficient,2,0.390364,0.565860,6,0.567836,8,0.699905,4
#4 linear-control,oracle,34,0.527864,insufficient,2,0.386152,0.601287,6,0.628940,4,0.699013,6
#4 linear-control,oracle,35,0.527915,insufficient,2,0.384626,0.599716,8,0.601872,8,0.676485,6
#4 linear-control,oracle,36,0.529726,insufficient,2,0.384543,0.606189,6,0.608941,8,0.876606,2
#4 linear-control,oracle,37,0.529726,insufficient,2,0.384543,0.735791,4,0.750736,2,0.677979,8
#4 linear-control,oracle,38,0.530139,insufficient,2,0.384529,0.611108,6,0.635294,4,0.751363,2
#4 linear-control,oracle,39,0.531761,insufficient,2,0.384525,0.533092,8,0.550458,8,0.782279,4
#4 linear-control,oracle,40,0.534602,insufficient,2,0.384525,0.592829,8,0.606450,8,0.813452,4
#4 linear-control,oracle,41,0.534602,insufficient,2,0.381064,0.589556,6,0.597314,8,0.899372,2
#4 linear-control,oracle,42,0.543087,insufficient,2,0.378541,0.671154,6,0.702116,6,0.654872,8
#4 linear-control,oracle,43,0.543162,insufficient,2,0.378541,0.676595,8,0.711703,8,0.906066,4
#4 linear-control,oracle,44,0.543231,insufficient,2,0.378541,0.689259,6,0.733204,6,0.854802,6
#4 linear-control,oracle,45,0.543878,insufficient,2,0.376992,0.665442,6,0.699867,6,0.892949,2
#4 linear-control,oracle,46,0.548649,insufficient,2,0.376877,0.597448,8,0.609789,8,0.733044,8
#4 linear-control,oracle,47,0.548649,insufficient,2,0.376877,0.668018,6,0.695978,6,0.734086,8
#4 linear-control,oracle,48,0.548660,insufficient,2,0.376875,0.592059,8,0.598103,8,0.752803,8
#4 linear-control,oracle,49,0.549599,insufficient,2,0.376680,0.633590,6,0.669886,6,0.655741,10
#4 linear-control,oracle,50,0.559646,insufficient,2,0.376445,0.598495,8,0.608915,8,0.667555,10
#4 linear-control,oracle,51,0.560557,insufficient,2,0.376357,0.629690,4,0.668562,4,0.719893,6
#4 linear-control,oracle,52,0.563142,insufficient,2,0.375677,0.634505,4,0.675738,4,0.923034,2
#4 linear-control,oracle,53,0.564904,insufficient,2,0.374429,0.734110,6,0.769618,6,0.853926,4
#4 linear-control,oracle,54,0.596738,insufficient,2,0.356868,0.708991,4,0.729194,4,0.703390,6
#4 linear-control,oracle,55,0.604166,insufficient,2,0.340848,0.675900,8,0.707226,8,0.715937,8
#4 linear-control,oracle,56,0.604340,insufficient,2,0.339420,0.700107,6,0.736387,6,0.952405,2
#4 linear-control,oracle,57,0.604356,insufficient,2,0.339419,0.729551,6,0.769336,6,0.923703,2
#4 linear-control,oracle,58,0.605218,insufficient,2,0.339213,0.683205,6,0.722165,6,0.926572,2
#4 linear-control,oracle,59,0.605329,insufficient,2,0.338856,0.701957,6,0.737316,6,0.918422,4
#4 linear-control,oracle,60,0.605351,insufficient,2,0.338684,0.699835,6,0.745687,6,0.900405,4
#4 linear-control,oracle,61,0.609530,insufficient,2,0.337944,0.695903,6,0.739990,6,0.986681,0
#4 linear-control,oracle,62,0.609530,insufficient,2,0.337944,0.696106,6,0.740191,6,0.988441,0
#4 linear-control,oracle,63,0.609530,insufficient,2,0.337944,0.725533,0,0.731384,2,0.732527,6
#4 linear-control,oracle,64,0.634593,insufficient,2,0.324108,0.700531,6,0.743863,6,0.772285,6
#4 linear-control,oracle,65,0.634855,insufficient,2,0.323235,0.711533,4,0.747806,4,0.892056,4
#4 linear-control,oracle,66,0.635273,insufficient,2,0.321876,0.768511,4,0.805444,4,0.866645,4
#4 linear-control,oracle,67,0.637839,insufficient,2,0.319907,0.841773,4,0.855196,4,0.832806,2
#4 linear-control,oracle,68,0.647990,insufficient,2,0.312600,0.776274,2,0.812738,2,0.818376,4
#4 linear-control,oracle,69,0.654925,insufficient,2,0.308179,0.778741,2,0.782583,2,0.846355,2
#4 linear-control,oracle,70,0.654925,insufficient,2,0.308179,0.764487,2,0.797434,2,0.838413,2
#4 linear-control,oracle,71,0.655656,insufficient,2,0.307202,0.794298,4,0.819991,4,0.937852,2
#4 linear-control,oracle,72,0.656765,insufficient,2,0.305372,0.770597,2,0.787213,2,0.890693,4
#4 linear-control,oracle,73,0.656791,insufficient,2,0.305372,0.800989,2,0.831963,2,0.879835,2
#4 linear-control,oracle,74,0.656791,insufficient,2,0.305372,0.801060,2,0.832135,2,0.999422,0
#4 linear-control,oracle,75,0.656791,insufficient,2,0.305372,0.786241,2,0.797243,2,0.850212,0
#4 linear-control,oracle,76,0.659456,insufficient,2,0.304786,0.859670,4,0.848354,4,0.884018,4
#4 linear-control,oracle,77,0.659456,insufficient,2,0.304786,0.797794,2,0.809972,2,0.886090,4
#4 linear-control,oracle,78,0.659456,insufficient,2,0.304786,0.779156,2,0.789316,2,0.950059,0
#4 linear-control,oracle,79,0.659456,insufficient,2,0.304786,0.795088,2,0.807909,2,0.950006,0
#4 linear-control,oracle,80,0.659456,insufficient,2,0.304786,0.779293,2,0.791891,2,0.932780,0
#4 linear-control,oracle,81,0.659456,insufficient,2,0.304786,0.781096,2,0.792042,2,0.989496,0
#4 linear-control,oracle,82,0.659456,insufficient,2,0.304786,0.779356,2,0.791941,2,0.989547,0
#4 linear-control,oracle,83,0.659456,insufficient,2,0.304786,0.864226,2,0.851343,2,0.847318,2
#4 linear-control,oracle,84,0.678568,insufficient,2,0.290188,0.791459,2,0.804527,2,0.863010,2
#4 linear-control,oracle,85,0.679567,insufficient,2,0.289625,0.800604,4,0.801379,4,0.943979,4
#4 linear-control,oracle,86,0.679567,insufficient,2,0.289625,0.906040,2,0.921881,2,0.779641,4
#4 linear-control,oracle,87,0.681501,insufficient,2,0.279396,0.898534,4,0.943227,2,0.892537,4
#4 linear-control,oracle,88,0.686948,insufficient,2,0.271405,0.914727,2,0.936104,0,0.931056,2
#4 linear-control,oracle,89,0.687477,insufficient,2,0.271399,0.907729,2,0.898200,0,0.902042,0
#4 linear-control,oracle,90,0.688324,insufficient,2,0.270087,0.923969,2,0.998090,0,0.898200,0
#5 front-loaded,oracle,1,0.104833,insufficient,2,0.916588,0.551602,10,0.548367,6,,
#5 front-loaded,oracle,2,0.144512,insufficient,2,0.833263,0.433621,14,0.542302,10,0.414062,12
#5 front-loaded,oracle,3,0.194507,insufficient,2,0.749938,0.363067,10,0.544471,6,0.689624,8
#5 front-loaded,oracle,4,0.271880,insufficient,2,0.666613,0.321209,12,0.465505,10,0.510463,8
#5 front-loaded,oracle,5,0.342666,insufficient,2,0.576344,0.343145,14,0.494022,14,0.774855,8
#5 front-loaded,oracle,6,0.370092,insufficient,2,0.548512,0.350575,10,0.481349,8,0.741425,12
#5 front-loaded,oracle,7,0.389779,insufficient,2,0.520733,0.276246,14,0.426748,10,0.687357,6
#5 front-loaded,oracle,8,0.403754,insufficient,2,0.492955,0.311956,10,0.472476,6,0.609069,10
#5 front-loaded,oracle,9,0.406618,insufficient,2,0.465176,0.315449,12,0.529890,6,0.697909,4
#5 front-loaded,oracle,10,0.422569,insufficient,2,0.451218,0.283030,8,0.511095,4,0.703368,4
#5 front-loaded,oracle,11,0.439636,insufficient,2,0.437325,0.255217,10,0.476259,6,0.809200,4
#5 front-loaded,oracle,12,0.456778,insufficient,2,0.423433,0.240005,10,0.485099,4,0.791228,6
#5 front-loaded,oracle,13,0.475577,insufficient,2,0.406776,0.230293,10,0.466214,4,0.888917,0
#5 front-loaded,oracle,14,0.479679,insufficient,2,0.392762,0.212478,10,0.445718,4,0.963289,0
#5 front-loaded,oracle,15,0.479680,insufficient,2,0.392762,0.199179,12,0.428364,8,0.851245,6
#5 front-loaded,oracle,16,0.481920,insufficient,2,0.392749,0.221058,10,0.444591,4,0.868212,6
#5 front-loaded,oracle,17,0.481938,insufficient,2,0.392737,0.400242,6,0.576410,6,0.505985,6
#5 front-loaded,oracle,18,0.481956,insufficient,2,0.392724,0.204600,12,0.439788,8,0.472229,12
#5 front-loaded,oracle,19,0.481986,insufficient,2,0.392712,0.523992,14,0.568261,16,0.336772,16
#5 front-loaded,oracle,20,0.482035,insufficient,2,0.392687,0.487642,14,0.553634,16,0.928494,0
#5 front-loaded,oracle,21,0.483004,insufficient,2,0.392674,0.381848,10,0.540947,4,0.570164,16
#5 front-loaded,oracle,22,0.483037,insufficient,2,0.392662,0.524510,12,0.596943,16,0.551925,16
#5 front-loaded,oracle,23,0.483055,insufficient,2,0.392649,0.342369,16,0.543645,12,0.531798,10
#5 front-loaded,oracle,24,0.489260,insufficient,2,0.392637,0.434516,10,0.598743,6,0.494910,10
#5 front-loaded,oracle,25,0.491184,insufficient,2,0.392620,0.399899,14,0.533189,8,0.712745,6
#5 front-loaded,oracle,26,0.491263,insufficient,2,0.392574,0.400181,14,0.538976,8,0.974742,0
#5 front-loaded,oracle,27,0.492901,insufficient,2,0.392536,0.485918,10,0.568506,6,0.505819,8
#5 front-loaded,oracle,28,0.493019,insufficient,2,0.392439,0.437410,8,0.617712,6,0.552201,10
#5 front-loaded,oracle,29,0.499511,insufficient,2,0.392335,0.462328,14,0.610243,12,0.577000,12
#5 front-loaded,oracle,30,0.500275,insufficient,2,0.392285,0.505758,14,0.634164,10,0.766833,4
#5 front-loaded,oracle,31,0.500563,insufficient,2,0.392285,0.482894,16,0.604151,12,0.916242,4
#5 front-loaded,oracle,32,0.500617,insufficient,2,0.392248,0.457176,14,0.586290,12,0.940296,2
#5 front-loaded,oracle,33,0.504483,insufficient,2,0.392202,0.494381,14,0.587484,12,0.856741,0
#5 front-loaded,oracle,34,0.506406,insufficient,2,0.392193,0.496405,14,0.592647,16,0.850881,6
#5 front-loaded,oracle,35,0.506428,insufficient,2,0.392181,0.508096,14,0.600216,12,0.835160,6
#5 front-loaded,oracle,36,0.510556,insufficient,2,0.391864,0.488335,12,0.591712,10,0.969135,2
#5 front-loaded,oracle,37,0.510559,insufficient,2,0.391864,0.596475,8,0.793788,2,0.634396,10
#5 front-loaded,oracle,38,0.510561,insufficient,2,0.391856,0.493928,12,0.618617,10,0.621815,10
#5 front-loaded,oracle,39,0.510561,insufficient,2,0.391856,0.544339,10,0.736922,4,0.714821,6
#5 front-loaded,oracle,40,0.510574,insufficient,2,0.391844,0.522563,12,0.677891,6,0.825301,2
#5 front-loaded,oracle,41,0.510574,insufficient,2,0.391844,0.533836,8,0.742619,2,0.812062,4
#5 front-loaded,oracle,42,0.510713,insufficient,2,0.391823,0.567413,12,0.728049,8,0.767634,6
#5 front-loaded,oracle,43,0.516843,insufficient,2,0.391823,0.567004,12,0.726345,8,0.997060,0
#5 front-loaded,oracle,44,0.517201,insufficient,2,0.391823,0.624761,10,0.735329,10,0.746582,8
#5 front-loaded,oracle,45,0.520879,insufficient,2,0.391814,0.550720,10,0.698296,4,0.752407,10
#5 front-loaded,oracle,46,0.520879,insufficient,2,0.391810,0.553628,10,0.700711,4,0.988717,0
#5 front-loaded,oracle,47,0.524311,insufficient,2,0.391810,0.555209,12,0.672631,6,0.891670,2
#5 front-loaded,oracle,48,0.526710,insufficient,2,0.391735,0.605149,12,0.775139,6,0.687010,8
#5 front-loaded,oracle,49,0.529949,insufficient,2,0.391731,0.588667,10,0.793316,4,0.833962,2
#5 front-loaded,oracle,50,0.530443,insufficient,2,0.391731,0.600553,12,0.759796,6,0.808868,2
#5 front-loaded,oracle,51,0.531257,insufficient,2,0.391648,0.584479,10,0.771937,6,0.788388,4
#5 front-loaded,oracle,52,0.531257,insufficient,2,0.391648,0.612294,8,0.785585,2,0.840018,4
#5 front-loaded,oracle,53,0.531257,insufficient,2,0.391648,0.591654,10,0.732166,6,0.814104,6
#5 front-loaded,oracle,54,0.531257,insufficient,2,0.391648,0.632873,12,0.766563,8,0.847463,4
#5 front-loaded,oracle,55,0.532434,insufficient,2,0.391212,0.617458,8,0.804413,2,0.891793,6
#5 front-loaded,oracle,56,0.532434,insufficient,2,0.391212,0.622621,8,0.801025,8,0.808242,6
#5 front-loaded,oracle,57,0.535056,insufficient,2,0.391088,0.597989,10,0.813880,4,0.884734,4
#5 front-loaded,oracle,58,0.535057,insufficient,2,0.391084,0.622923,8,0.804644,6,0.872974,4
#5 front-loaded,oracle,59,0.538274,insufficient,2,0.391084,0.594595,8,0.797849,2,0.857057,4
#5 front-loaded,oracle,60,0.538674,insufficient,2,0.391042,0.603384,10,0.798774,4,0.844735,2
#5 front-loaded,oracle,61,0.541586,insufficient,2,0.390874,0.618800,12,0.814997,6,0.852038,2
#5 front-loaded,oracle,62,0.541586,insufficient,2,0.390874,0.595962,12,0.759727,8,0.870319,4
#5 front-loaded,oracle,63,0.541586,insufficient,2,0.390874,0.590814,10,0.769324,4,0.951191,4
#5 front-loaded,oracle,64,0.541799,insufficient,2,0.390874,0.612395,12,0.774729,8,0.933303,4
#5 front-loaded,oracle,65,0.541968,insufficient,2,0.390871,0.646384,8,0.744678,8,0.858335,4
#5 front-loaded,oracle,66,0.542100,insufficient,2,0.390865,0.613505,10,0.781254,4,0.843613,6
#5 front-loaded,oracle,67,0.542811,insufficient,2,0.390865,0.615648,8,0.771643,2,0.896406,4
#5 front-loaded,oracle,68,0.547617,insufficient,2,0.390783,0.641927,8,0.723430,4,0.890469,4
#5 front-loaded,oracle,69,0.547617,insufficient,2,0.390783,0.596274,10,0.802231,4,0.812787,4
#5 front-loaded,oracle,70,0.547617,insufficient,2,0.390783,0.580895,12,0.764027,6,0.886136,4
#5 front-loaded,oracle,71,0.559331,insufficient,2,0.385921,0.632209,10,0.805780,4,0.829673,4
#5 front-loaded,oracle,72,0.560668,insufficient,2,0.385722,0.656107,10,0.781031,6,0.830200,4
#5 front-loaded,oracle,73,0.562560,insufficient,2,0.385722,0.659326,10,0.740508,8,0.881936,4
#5 front-loaded,oracle,74,0.574057,insufficient,2,0.385619,0.654097,8,0.729557,6,0.921225,2
#5 front-loaded,oracle,75,0.574063,insufficient,2,0.385619,0.651314,10,0.783273,6,0.838955,4
#5 front-loaded,oracle,76,0.574063,insufficient,2,0.385619,0.669382,10,0.764746,6,0.871340,2
#5 front-loaded,oracle,77,0.574073,insufficient,2,0.385619,0.655269,10,0.762704,6,0.865854,2
#5 front-loaded,oracle,78,0.574074,insufficient,2,0.385617,0.662309,8,0.851442,2,0.868302,4
#5 front-loaded,oracle,79,0.593885,insufficient,2,0.379700,0.659997,10,0.849332,4,0.830385,2
#5 front-loaded,oracle,80,0.614238,insufficient,2,0.370609,0.766616,10,0.772571,6,0.776530,4
#5 front-loaded,oracle,81,0.614350,insufficient,2,0.370609,0.705717,10,0.829803,4,0.813590,4
#5 front-loaded,oracle,82,0.614632,insufficient,2,0.370582,0.693348,6,0.936248,0,0.788098,4
#5 front-loaded,oracle,83,0.617720,insufficient,2,0.370582,0.755656,8,0.887253,2,0.875207,2
#5 front-loaded,oracle,84,0.617800,insufficient,2,0.370573,0.733000,10,0.800885,6,0.828304,6
#5 front-loaded,oracle,85,0.617800,insufficient,2,0.370568,0.787230,8,0.794381,6,0.865285,8
#5 front-loaded,oracle,86,0.618400,insufficient,2,0.370568,0.708766,8,0.836969,6,0.819550,2
#5 front-loaded,oracle,87,0.619187,insufficient,2,0.370253,0.743521,8,0.819137,6,0.840788,6
#5 front-loaded,oracle,88,0.622144,insufficient,2,0.370251,0.795244,8,0.806011,6,0.854960,6
#5 front-loaded,oracle,89,0.622265,insufficient,2,0.370251,0.748856,8,0.804674,6,0.885231,2
#5 front-loaded,oracle,90,0.622265,insufficient,2,0.370251,0.686308,6,0.999950,0,0.804674,6
#6 back-loaded,oracle,1,0.104833,insufficient,2,0.916588,0.350447,8,0.454012,8,,
#6 back-loaded,oracle,2,0.144512,insufficient,2,0.833263,0.516808,10,0.546749,10,0.414062,12
#6 back-loaded,oracle,3,0.194507,insufficient,2,0.749938,0.636592,8,0.665481,6,0.689624,8
#6 back-loaded,oracle,4,0.271880,insufficient,2,0.666613,0.472317,12,0.558930,10,0.510463,8
#6 back-loaded,oracle,5,0.342666,insufficient,2,0.576344,0.446374,14,0.578345,14,0.774855,8
#6 back-loaded,oracle,6,0.370092,insufficient,2,0.548512,0.488258,8,0.594074,8,0.741425,12
#6 back-loaded,oracle,7,0.389779,insufficient,2,0.520733,0.572800,8,0.638231,8,0.687357,6
#6 back-loaded,oracle,8,0.403754,insufficient,2,0.492955,0.510679,6,0.588106,4,0.609069,10
#6 back-loaded,oracle,9,0.406618,insufficient,2,0.465176,0.634599,6,0.640215,6,0.697909,4
#6 back-loaded,oracle,10,0.422569,insufficient,2,0.451218,0.562642,6,0.536078,6,0.703368,4
#6 back-loaded,oracle,11,0.439636,insufficient,2,0.437325,0.616258,4,0.571380,6,0.809200,4
#6 back-loaded,oracle,12,0.456778,insufficient,2,0.423433,0.716946,4,0.632475,2,0.791228,6
#6 back-loaded,oracle,13,0.475577,insufficient,2,0.406776,0.723342,4,0.660265,2,0.888917,0
#6 back-loaded,oracle,14,0.479679,insufficient,2,0.392762,0.719903,4,0.652840,2,0.963289,0
#6 back-loaded,oracle,15,0.479680,insufficient,2,0.392762,0.806851,6,0.684778,6,0.851245,6
#6 back-loaded,oracle,16,0.481920,insufficient,2,0.392749,0.785411,4,0.737372,4,0.868212,6
#6 back-loaded,oracle,17,0.481938,insufficient,2,0.392737,0.507629,8,0.608307,8,0.505985,6
#6 back-loaded,oracle,18,0.481956,insufficient,2,0.392724,0.705962,6,0.648487,8,0.472229,12
#6 back-loaded,oracle,19,0.481986,insufficient,2,0.392712,0.418680,16,0.558910,16,0.336772,16
#6 back-loaded,oracle,20,0.482035,insufficient,2,0.392687,0.449850,16,0.603599,16,0.928494,0
#6 back-loaded,oracle,21,0.483004,insufficient,2,0.392674,0.595480,6,0.724713,4,0.570164,16
#6 back-loaded,oracle,22,0.483037,insufficient,2,0.392662,0.487456,16,0.606717,16,0.551925,16
#6 back-loaded,oracle,23,0.483055,insufficient,2,0.392649,0.564327,12,0.643477,12,0.531798,10
#6 back-loaded,oracle,24,0.483109,insufficient,2,0.392616,0.478289,10,0.626386,10,0.551634,8
#6 back-loaded,oracle,25,0.483109,insufficient,2,0.392616,0.586412,8,0.695141,8,0.614433,8
#6 back-loaded,oracle,26,0.484123,insufficient,2,0.392572,0.605315,10,0.689765,10,0.648657,6
#6 back-loaded,oracle,27,0.484212,insufficient,2,0.392520,0.514292,8,0.697484,8,0.556897,6
#6 back-loaded,oracle,28,0.485847,insufficient,2,0.392484,0.500415,10,0.617152,10,0.699299,6
#6 back-loaded,oracle,29,0.485956,insufficient,2,0.392409,0.583459,8,0.702098,6,0.594093,8
#6 back-loaded,oracle,30,0.491027,insufficient,2,0.390883,0.577481,8,0.710713,6,0.922288,2
#6 back-loaded,oracle,31,0.491052,insufficient,2,0.385332,0.511609,8,0.678462,8,0.630822,6
#6 back-loaded,oracle,32,0.491052,insufficient,2,0.385332,0.512814,8,0.679833,8,0.603267,4
#6 back-loaded,oracle,33,0.491499,insufficient,2,0.383824,0.577387,4,0.603840,4,0.635907,8
#6 back-loaded,oracle,34,0.491501,insufficient,2,0.383824,0.549324,10,0.669079,10,0.595713,10
#6 back-loaded,oracle,35,0.492892,insufficient,2,0.383799,0.529641,8,0.706805,6,0.547684,12
#6 back-loaded,oracle,36,0.499240,insufficient,2,0.383792,0.512840,8,0.702699,6,0.956629,0
#6 back-loaded,oracle,37,0.501790,insufficient,2,0.381384,0.531462,10,0.717656,8,0.954896,4
#6 back-loaded,oracle,38,0.509095,insufficient,2,0.380884,0.496215,6,0.674004,6,0.869921,6
#6 back-loaded,oracle,39,0.513837,insufficient,2,0.380884,0.571429,4,0.710456,4,0.703621,6
#6 back-loaded,oracle,40,0.519073,insufficient,2,0.380853,0.524918,8,0.712577,6,0.705406,8
#6 back-loaded,oracle,41,0.532393,insufficient,2,0.380834,0.473426,8,0.599085,8,0.723018,6
#6 back-loaded,oracle,42,0.551865,insufficient,2,0.371793,0.536281,6,0.652829,8,0.741871,4
#6 back-loaded,oracle,43,0.552323,insufficient,2,0.370523,0.523944,8,0.650552,8,0.704661,6
#6 back-loaded,oracle,44,0.598357,insufficient,2,0.329613,0.655634,6,0.867559,4,0.702096,6
#6 back-loaded,oracle,45,0.599941,insufficient,2,0.329602,0.553183,6,0.642778,8,0.664154,8
#6 back-loaded,oracle,46,0.600273,insufficient,2,0.329207,0.492015,6,0.621469,8,0.827973,4
#6 back-loaded,oracle,47,0.600972,insufficient,2,0.329207,0.569481,6,0.691326,6,0.673183,8
#6 back-loaded,oracle,48,0.604512,insufficient,2,0.328465,0.727031,4,0.797467,4,0.663517,6
#6 back-loaded,oracle,49,0.604940,insufficient,2,0.328365,0.527502,8,0.684255,8,0.696854,6
#6 back-loaded,oracle,50,0.606473,insufficient,2,0.328365,0.510224,10,0.671742,10,0.740275,6
#6 back-loaded,oracle,51,0.606473,insufficient,2,0.328365,0.557948,6,0.757695,6,0.785074,8
#6 back-loaded,oracle,52,0.702570,insufficient,2,0.230103,0.623573,6,0.804473,4,0.871689,4
#6 back-loaded,oracle,53,0.704190,insufficient,2,0.228644,0.605026,6,0.757300,6,0.809178,4
#6 back-loaded,oracle,54,0.710722,insufficient,2,0.224469,0.617672,8,0.748316,8,0.781162,6
#6 back-loaded,oracle,55,0.711135,insufficient,2,0.224463,0.581791,8,0.707038,8,0.860460,2
#6 back-loaded,oracle,56,0.712534,insufficient,2,0.222984,0.660799,6,0.818232,6,0.737895,4
#6 back-loaded,oracle,57,0.714758,insufficient,2,0.217493,0.665460,6,0.752456,6,0.765222,4
#6 back-loaded,oracle,58,0.714954,insufficient,2,0.217371,0.685581,8,0.851241,8,0.739614,6
#6 back-loaded,oracle,59,0.715096,insufficient,2,0.215671,0.742323,4,0.810534,4,0.808574,6
#6 back-loaded,oracle,60,0.715189,insufficient,2,0.215671,0.699867,4,0.791034,4,0.916826,2
#6 back-loaded,oracle,61,0.716643,insufficient,2,0.215662,0.656875,6,0.781949,6,0.801186,4
#6 back-loaded,oracle,62,0.719028,insufficient,2,0.214748,0.663079,8,0.816896,8,0.826151,4
#6 back-loaded,oracle,63,0.719028,insufficient,2,0.214748,0.663951,8,0.756049,8,0.842756,2
#6 back-loaded,oracle,64,0.721766,insufficient,2,0.212360,0.691985,6,0.811398,6,0.876153,4
#6 back-loaded,oracle,65,0.721965,insufficient,2,0.210555,0.670456,10,0.819237,10,0.925775,4
#6 back-loaded,oracle,66,0.722477,insufficient,2,0.210555,0.673240,6,0.765837,6,0.854996,6
#6 back-loaded,oracle,67,0.728959,insufficient,2,0.206951,0.681389,6,0.846755,6,0.862197,4
#6 back-loaded,oracle,68,0.736238,insufficient,2,0.201806,0.682127,6,0.858952,6,0.898929,0
#6 back-loaded,oracle,69,0.740105,insufficient,2,0.199042,0.700805,6,0.814685,6,0.871488,0
#6 back-loaded,oracle,70,0.741882,insufficient,2,0.197409,0.698122,6,0.844264,6,0.950976,0
#6 back-loaded,oracle,71,0.757258,high,2,0.182569,0.694570,6,0.842044,4,0.880836,2
#6 back-loaded,oracle,72,0.763185,high,2,0.178011,0.723345,6,0.823240,6,0.884745,2
#6 back-loaded,oracle,73,0.763274,high,2,0.176462,0.677297,6,0.847186,4,0.850782,4
#6 back-loaded,oracle,74,0.764742,high,2,0.175594,0.709392,8,0.850408,6,0.842468,4
#6 back-loaded,oracle,75,0.766327,high,2,0.174304,0.711940,6,0.829732,4,0.810755,4
#6 back-loaded,oracle,76,0.766407,high,2,0.174290,0.710797,4,0.905573,4,0.822796,4
#6 back-loaded,oracle,77,0.766416,high,2,0.174109,0.719719,4,0.863934,4,0.880921,2
#6 back-loaded,oracle,78,0.766447,high,2,0.174109,0.722032,6,0.870669,4,0.849038,4
#6 back-loaded,oracle,79,0.766454,high,2,0.174109,0.699731,2,0.788593,4,0.810564,4
#6 back-loaded,oracle,80,0.766454,high,2,0.174109,0.723340,4,0.891173,2,0.801216,2
#6 back-loaded,oracle,81,0.767076,high,2,0.173568,0.745743,6,0.894261,4,0.872019,2
#6 back-loaded,oracle,82,0.767148,high,2,0.173346,0.700571,4,0.869541,2,0.878424,2
#6 back-loaded,oracle,83,0.767795,high,2,0.172715,0.705903,4,0.867725,2,0.971704,0
#6 back-loaded,oracle,84,0.767795,high,2,0.172715,0.726528,4,0.870948,2,0.875308,2
#6 back-loaded,oracle,85,0.768254,high,2,0.172222,0.745304,4,0.898538,2,0.858277,2
#6 back-loaded,oracle,86,0.768318,high,2,0.172220,0.752981,4,0.900776,2,0.919470,2
#6 back-loaded,oracle,87,0.768761,high,2,0.171516,0.758087,4,0.878955,2,0.944417,0
#6 back-loaded,oracle,88,0.768904,high,2,0.170596,0.759627,6,0.885421,4,0.856784,4
#6 back-loaded,oracle,89,0.768906,high,2,0.170490,0.741926,4,0.917804,2,0.868897,2
#6 back-loaded,oracle,90,0.768994,high,2,0.170488,0.716733,4,0.999950,0,0.917804,2
#7 near-tied,oracle,1,0.104833,insufficient,2,0.916588,0.556517,6,0.583016,4,,
#7 near-tied,oracle,2,0.144512,insufficient,2,0.833263,0.594330,10,0.578418,10,0.414062,12
#7 near-tied,oracle,3,0.194507,insufficient,2,0.749938,0.612033,6,0.602628,6,0.689624,8
#7 near-tied,oracle,4,0.271880,insufficient,2,0.666613,0.583552,10,0.540363,10,0.510463,8
#7 near-tied,oracle,5,0.342666,insufficient,2,0.576344,0.626596,12,0.603021,14,0.774855,8
#7 near-tied,oracle,6,0.370092,insufficient,2,0.548512,0.619471,8,0.606511,4,0.741425,12
#7 near-tied,oracle,7,0.389779,insufficient,2,0.520733,0.546107,8,0.548712,8,0.687357,6
#7 near-tied,oracle,8,0.403754,insufficient,2,0.492955,0.576139,8,0.586103,6,0.609069,10
#7 near-tied,oracle,9,0.406618,insufficient,2,0.465176,0.614514,6,0.617121,6,0.697909,4
#7 near-tied,oracle,10,0.422569,insufficient,2,0.451218,0.556451,6,0.546894,4,0.703368,4
#7 near-tied,oracle,11,0.439636,insufficient,2,0.437325,0.530602,6,0.521942,4,0.809200,4
#7 near-tied,oracle,12,0.456778,insufficient,2,0.423433,0.525435,6,0.532143,4,0.791228,6
