trace,round,degree,criterion,level,width,touched_at_degree
#3 zero-weight-criterion,63,5,5,2,0.000000500,1
#3 zero-weight-criterion,63,5,5,3,0.000000500,1
#3 zero-weight-criterion,63,5,5,4,0.000001000,1
#3 zero-weight-criterion,63,5,5,5,0.000001000,1
#3 zero-weight-criterion,64,5,0,2,0.099800750,1
#3 zero-weight-criterion,64,5,0,3,0.000000250,1
#3 zero-weight-criterion,64,5,0,4,0.099800750,1
#3 zero-weight-criterion,64,5,0,5,0.000000200,1
#3 zero-weight-criterion,64,5,1,2,0.099800750,1
#3 zero-weight-criterion,64,5,1,3,0.000000200,1
#3 zero-weight-criterion,64,5,1,4,0.099800750,1
#3 zero-weight-criterion,64,5,1,5,0.000000200,1
#3 zero-weight-criterion,64,5,2,2,0.099800750,1
#3 zero-weight-criterion,64,5,2,3,0.000000205,1
#3 zero-weight-criterion,64,5,2,4,0.099800750,1
#3 zero-weight-criterion,64,5,2,5,0.000000180,1
#3 zero-weight-criterion,64,5,3,2,0.099800750,1
#3 zero-weight-criterion,64,5,3,3,0.000000250,1
#3 zero-weight-criterion,64,5,3,4,0.099800750,1
#3 zero-weight-criterion,64,5,3,5,0.000000189,0
#3 zero-weight-criterion,64,5,4,2,0.099800750,1
#3 zero-weight-criterion,64,5,4,3,0.000000200,1
#3 zero-weight-criterion,64,5,4,4,0.099800750,1
#3 zero-weight-criterion,64,5,4,5,0.000000200,0
#3 zero-weight-criterion,64,5,5,2,0.000000333,1
#3 zero-weight-criterion,64,5,5,3,0.000000333,1
#3 zero-weight-criterion,64,5,5,4,0.000000500,1
#3 zero-weight-criterion,64,5,5,5,0.000000500,1
#3 zero-weight-criterion,65,5,0,2,0.099800700,1
#3 zero-weight-criterion,65,5,0,3,0.000000250,1
#3 zero-weight-criterion,65,5,0,4,0.099800700,1
#3 zero-weight-criterion,65,5,0,5,0.000000200,1
#3 zero-weight-criterion,65,5,1,2,0.099800700,1
#3 zero-weight-criterion,65,5,1,3,0.000000200,1
#3 zero-weight-criterion,65,5,1,4,0.099800700,1
#3 zero-weight-criterion,65,5,1,5,0.000000200,1
#3 zero-weight-criterion,65,5,2,2,0.099800700,1
#3 zero-weight-criterion,65,5,2,3,0.000000205,1
#3 zero-weight-criterion,65,5,2,4,0.099800700,1
#3 zero-weight-criterion,65,5,2,5,0.000000180,1
#3 zero-weight-criterion,65,5,3,2,0.099800700,1
#3 zero-weight-criterion,65,5,3,3,0.000000250,1
#3 zero-weight-criterion,65,5,3,4,0.099800700,1
#3 zero-weight-criterion,65,5,3,5,0.000000189,0
#3 zero-weight-criterion,65,5,4,2,0.099800700,1
#3 zero-weight-criterion,65,5,4,3,0.000000200,1
#3 zero-weight-criterion,65,5,4,4,0.099800700,1
#3 zero-weight-criterion,65,5,4,5,0.000000200,1
#3 zero-weight-criterion,65,5,5,2,0.000000333,1
#3 zero-weight-criterion,65,5,5,3,0.000000333,1
#3 zero-weight-criterion,65,5,5,4,0.000000500,1
#3 zero-weight-criterion,65,5,5,5,0.000000500,1
#3 zero-weight-criterion,66,5,0,2,0.099800667,1
#3 zero-weight-criterion,66,5,0,3,0.000000250,1
#3 zero-weight-criterion,66,5,0,4,0.099800667,1
#3 zero-weight-criterion,66,5,0,5,0.000000200,1
#3 zero-weight-criterion,66,5,1,2,0.099800667,1
#3 zero-weight-criterion,66,5,1,3,0.000000200,1
#3 zero-weight-criterion,66,5,1,4,0.099800667,1
#3 zero-weight-criterion,66,5,1,5,0.000000200,1
#3 zero-weight-criterion,66,5,2,2,0.099800667,1
#3 zero-weight-criterion,66,5,2,3,0.000000205,1
#3 zero-weight-criterion,66,5,2,4,0.099800667,1
#3 zero-weight-criterion,66,5,2,5,0.000000180,1
#3 zero-weight-criterion,66,5,3,2,0.099800667,1
#3 zero-weight-criterion,66,5,3,3,0.000000250,1
#3 zero-weight-criterion,66,5,3,4,0.099800667,1
#3 zero-weight-criterion,66,5,3,5,0.000000189,1
#3 zero-weight-criterion,66,5,4,2,0.099800667,1
#3 zero-weight-criterion,66,5,4,3,0.000000200,1
#3 zero-weight-criterion,66,5,4,4,0.099800667,1
#3 zero-weight-criterion,66,5,4,5,0.000000200,1
#3 zero-weight-criterion,66,5,5,2,0.000000333,1
#3 zero-weight-criterion,66,5,5,3,0.000000333,1
#3 zero-weight-criterion,66,5,5,4,0.000000500,1
#3 zero-weight-criterion,66,5,5,5,0.000000500,1
#3 zero-weight-criterion,67,6,0,2,0.099800651,1
#3 zero-weight-criterion,67,6,0,3,0.000000250,0
#3 zero-weight-criterion,67,6,0,4,0.099800656,1
#3 zero-weight-criterion,67,6,0,5,0.000000200,0
#3 zero-weight-criterion,67,6,1,2,0.099800643,0
#3 zero-weight-criterion,67,6,1,3,0.000000200,1
#3 zero-weight-criterion,67,6,1,4,0.099800643,1
#3 zero-weight-criterion,67,6,1,5,0.000000200,0
#3 zero-weight-criterion,67,6,2,2,0.099800643,0
#3 zero-weight-criterion,67,6,2,3,0.000000205,1
#3 zero-weight-criterion,67,6,2,4,0.099800643,0
#3 zero-weight-criterion,67,6,2,5,0.000000180,1
#3 zero-weight-criterion,67,6,3,2,0.099800647,1
#3 zero-weight-criterion,67,6,3,3,0.000000250,1
#3 zero-weight-criterion,67,6,3,4,0.099800643,0
#3 zero-weight-criterion,67,6,3,5,0.000000189,0
#3 zero-weight-criterion,67,6,4,2,0.099800643,0
#3 zero-weight-criterion,67,6,4,3,0.000000200,0
#3 zero-weight-criterion,67,6,4,4,0.099800643,1
#3 zero-weight-criterion,67,6,4,5,0.000000200,1
#3 zero-weight-criterion,67,6,5,2,0.000000333,1
#3 zero-weight-criterion,67,6,5,3,0.000000333,1
#3 zero-weight-criterion,67,6,5,4,0.000000500,0
#3 zero-weight-criterion,67,6,5,5,0.000000500,0
#3 zero-weight-criterion,68,6,0,2,0.099800650,1
#3 zero-weight-criterion,68,6,0,3,0.000000250,0
#3 zero-weight-criterion,68,6,0,4,0.099800656,1
#3 zero-weight-criterion,68,6,0,5,0.000000200,0
#3 zero-weight-criterion,68,6,1,2,0.099800643,1
#3 zero-weight-criterion,68,6,1,3,0.000000200,1
#3 zero-weight-criterion,68,6,1,4,0.099800643,1
#3 zero-weight-criterion,68,6,1,5,0.000000200,0
#3 zero-weight-criterion,68,6,2,2,0.099800643,1
#3 zero-weight-criterion,68,6,2,3,0.000000205,1
#3 zero-weight-criterion,68,6,2,4,0.099800643,0
#3 zero-weight-criterion,68,6,2,5,0.000000180,1
#3 zero-weight-criterion,68,6,3,2,0.099800647,1
#3 zero-weight-criterion,68,6,3,3,0.000000250,1
#3 zero-weight-criterion,68,6,3,4,0.099800643,0
#3 zero-weight-criterion,68,6,3,5,0.000000189,1
#3 zero-weight-criterion,68,6,4,2,0.099800643,0
#3 zero-weight-criterion,68,6,4,3,0.000000200,0
#3 zero-weight-criterion,68,6,4,4,0.099800643,1
#3 zero-weight-criterion,68,6,4,5,0.000000200,1
#3 zero-weight-criterion,68,6,5,2,0.000000333,1
#3 zero-weight-criterion,68,6,5,3,0.000000333,1
#3 zero-weight-criterion,68,6,5,4,0.000000500,1
#3 zero-weight-criterion,68,6,5,5,0.000000500,1
#3 zero-weight-criterion,69,6,0,2,0.099800650,1
#3 zero-weight-criterion,69,6,0,3,0.000000250,0
#3 zero-weight-criterion,69,6,0,4,0.099800657,1
#3 zero-weight-criterion,69,6,0,5,0.000000200,1
#3 zero-weight-criterion,69,6,1,2,0.099800643,1
#3 zero-weight-criterion,69,6,1,3,0.000000200,1
#3 zero-weight-criterion,69,6,1,4,0.099800643,1
#3 zero-weight-criterion,69,6,1,5,0.000000200,1
#3 zero-weight-criterion,69,6,2,2,0.099800643,1
#3 zero-weight-criterion,69,6,2,3,0.000000205,1
#3 zero-weight-criterion,69,6,2,4,0.099800643,1
#3 zero-weight-criterion,69,6,2,5,0.000000180,1
#3 zero-weight-criterion,69,6,3,2,0.099800647,1
#3 zero-weight-criterion,69,6,3,3,0.000000250,1
#3 zero-weight-criterion,69,6,3,4,0.099800643,0
#3 zero-weight-criterion,69,6,3,5,0.000000189,1
#3 zero-weight-criterion,69,6,4,2,0.099800643,0
#3 zero-weight-criterion,69,6,4,3,0.000000200,1
#3 zero-weight-criterion,69,6,4,4,0.099800643,1
#3 zero-weight-criterion,69,6,4,5,0.000000200,1
#3 zero-weight-criterion,69,6,5,2,0.000000333,1
#3 zero-weight-criterion,69,6,5,3,0.000000333,1
#3 zero-weight-criterion,69,6,5,4,0.000000500,1
#3 zero-weight-criterion,69,6,5,5,0.000000500,1
#3 zero-weight-criterion,70,6,0,2,0.099800650,1
#3 zero-weight-criterion,70,6,0,3,0.000000250,0
#3 zero-weight-criterion,70,6,0,4,0.099800658,1
#3 zero-weight-criterion,70,6,0,5,0.000000200,1
#3 zero-weight-criterion,70,6,1,2,0.099800643,1
#3 zero-weight-criterion,70,6,1,3,0.000000200,1
#3 zero-weight-criterion,70,6,1,4,0.099800643,1
#3 zero-weight-criterion,70,6,1,5,0.000000200,1
#3 zero-weight-criterion,70,6,2,2,0.099800643,1
#3 zero-weight-criterion,70,6,2,3,0.000000205,1
#3 zero-weight-criterion,70,6,2,4,0.099800643,1
#3 zero-weight-criterion,70,6,2,5,0.000000180,1
#3 zero-weight-criterion,70,6,3,2,0.099800647,1
#3 zero-weight-criterion,70,6,3,3,0.000000250,1
#3 zero-weight-criterion,70,6,3,4,0.099800643,0
#3 zero-weight-criterion,70,6,3,5,0.000000189,1
#3 zero-weight-criterion,70,6,4,2,0.099800643,0
#3 zero-weight-criterion,70,6,4,3,0.000000200,1
#3 zero-weight-criterion,70,6,4,4,0.099800643,1
#3 zero-weight-criterion,70,6,4,5,0.000000200,1
#3 zero-weight-criterion,70,6,5,2,0.000000333,1
#3 zero-weight-criterion,70,6,5,3,0.000000333,1
#3 zero-weight-criterion,70,6,5,4,0.000000500,1
#3 zero-weight-criterion,70,6,5,5,0.000000500,1
#3 zero-weight-criterion,71,6,0,2,0.099800650,1
#3 zero-weight-criterion,71,6,0,3,0.000000250,1
#3 zero-weight-criterion,71,6,0,4,0.099800656,1
#3 zero-weight-criterion,71,6,0,5,0.000000200,1
#3 zero-weight-criterion,71,6,1,2,0.099800643,1
#3 zero-weight-criterion,71,6,1,3,0.000000200,1
#3 zero-weight-criterion,71,6,1,4,0.099800643,1
#3 zero-weight-criterion,71,6,1,5,0.000000200,1
#3 zero-weight-criterion,71,6,2,2,0.099800643,1
#3 zero-weight-criterion,71,6,2,3,0.000000205,1
#3 zero-weight-criterion,71,6,2,4,0.099800643,1
#3 zero-weight-criterion,71,6,2,5,0.000000180,1
#3 zero-weight-criterion,71,6,3,2,0.099800647,1
#3 zero-weight-criterion,71,6,3,3,0.000000250,1
#3 zero-weight-criterion,71,6,3,4,0.099800643,1
#3 zero-weight-criterion,71,6,3,5,0.000000189,1
#3 zero-weight-criterion,71,6,4,2,0.099800643,1
#3 zero-weight-criterion,71,6,4,3,0.000000200,1
#3 zero-weight-criterion,71,6,4,4,0.099800643,1
#3 zero-weight-criterion,71,6,4,5,0.000000200,1
#3 zero-weight-criterion,71,6,5,2,0.000000333,1
#3 zero-weight-criterion,71,6,5,3,0.000000333,1
#3 zero-weight-criterion,71,6,5,4,0.000000500,1
#3 zero-weight-criterion,71,6,5,5,0.000000500,1
#4 linear-control,1,2,0,2,1.000000000,0
#4 linear-control,1,2,0,3,1.000000000,0
#4 linear-control,1,2,0,4,1.000000000,0
#4 linear-control,1,2,0,5,0.999901000,1
#4 linear-control,1,2,1,2,0.499950500,0
#4 linear-control,1,2,1,3,0.499950500,0
#4 linear-control,1,2,1,4,0.499950500,0
#4 linear-control,1,2,1,5,0.499950500,1
#4 linear-control,1,2,2,2,0.999901000,0
#4 linear-control,1,2,2,3,0.999901000,0
#4 linear-control,1,2,2,4,0.999901000,0
#4 linear-control,1,2,2,5,0.999901000,0
#4 linear-control,1,2,3,2,0.999901000,0
#4 linear-control,1,2,3,3,0.999901000,0
#4 linear-control,1,2,3,4,0.999901000,0
#4 linear-control,1,2,3,5,0.999901000,0
#4 linear-control,1,2,4,2,0.999901000,0
#4 linear-control,1,2,4,3,0.999901000,0
#4 linear-control,1,2,4,4,0.999901000,0
#4 linear-control,1,2,4,5,0.999901000,0
#4 linear-control,1,2,5,2,0.999901000,0
#4 linear-control,1,2,5,3,0.999901000,0
#4 linear-control,1,2,5,4,0.999901000,0
#4 linear-control,1,2,5,5,0.999901000,0
#4 linear-control,2,2,0,2,1.000000000,0
#4 linear-control,2,2,0,3,1.000000000,0
#4 linear-control,2,2,0,4,1.000000000,0
#4 linear-control,2,2,0,5,0.999900500,1
#4 linear-control,2,2,1,2,0.499950500,0
#4 linear-control,2,2,1,3,0.499950500,0
#4 linear-control,2,2,1,4,0.499950500,0
#4 linear-control,2,2,1,5,0.499950500,1
#4 linear-control,2,2,2,2,0.499950500,0
#4 linear-control,2,2,2,3,0.499950500,0
#4 linear-control,2,2,2,4,0.499950500,0
#4 linear-control,2,2,2,5,0.499950500,1
#4 linear-control,2,2,3,2,0.999900500,0
#4 linear-control,2,2,3,3,0.999900500,0
#4 linear-control,2,2,3,4,0.999900500,0
#4 linear-control,2,2,3,5,0.999900500,0
#4 linear-control,2,2,4,2,0.999900500,0
#4 linear-control,2,2,4,3,0.999900500,0
#4 linear-control,2,2,4,4,0.999900500,0
#4 linear-control,2,2,4,5,0.999900500,0
#4 linear-control,2,2,5,2,0.999900500,0
#4 linear-control,2,2,5,3,0.999900500,0
#4 linear-control,2,2,5,4,0.999900500,0
#4 linear-control,2,2,5,5,0.999900500,0
#4 linear-control,3,2,0,2,1.000000000,0
#4 linear-control,3,2,0,3,1.000000000,0
#4 linear-control,3,2,0,4,1.000000000,0
#4 linear-control,3,2,0,5,0.999900333,1
#4 linear-control,3,2,1,2,0.499950500,0
#4 linear-control,3,2,1,3,0.499950500,0
#4 linear-control,3,2,1,4,0.499950500,0
#4 linear-control,3,2,1,5,0.499950500,1
#4 linear-control,3,2,2,2,0.499950500,0
#4 linear-control,3,2,2,3,0.499950500,0
#4 linear-control,3,2,2,4,0.499950500,0
#4 linear-control,3,2,2,5,0.499950500,1
#4 linear-control,3,2,3,2,0.499950500,0
#4 linear-control,3,2,3,3,0.499950500,0
#4 linear-control,3,2,3,4,0.499950500,0
#4 linear-control,3,2,3,5,0.499950500,1
#4 linear-control,3,2,4,2,0.999900333,0
#4 linear-control,3,2,4,3,0.999900333,0
#4 linear-control,3,2,4,4,0.999900333,0
#4 linear-control,3,2,4,5,0.999900333,0
#4 linear-control,3,2,5,2,0.999900333,0
#4 linear-control,3,2,5,3,0.999900333,0
#4 linear-control,3,2,5,4,0.999900333,0
#4 linear-control,3,2,5,5,0.999900333,0
#4 linear-control,4,2,0,2,1.000000000,0
#4 linear-control,4,2,0,3,1.000000000,0
#4 linear-control,4,2,0,4,1.000000000,0
#4 linear-control,4,2,0,5,0.999900250,1
#4 linear-control,4,2,1,2,0.499950500,0
#4 linear-control,4,2,1,3,0.499950500,0
#4 linear-control,4,2,1,4,0.499950500,0
#4 linear-control,4,2,1,5,0.499950500,1
#4 linear-control,4,2,2,2,0.499950500,0
#4 linear-control,4,2,2,3,0.499950500,0
#4 linear-control,4,2,2,4,0.499950500,0
#4 linear-control,4,2,2,5,0.499950500,1
#4 linear-control,4,2,3,2,0.499950500,0
#4 linear-control,4,2,3,3,0.499950500,0
#4 linear-control,4,2,3,4,0.499950500,0
#4 linear-control,4,2,3,5,0.499950500,1
#4 linear-control,4,2,4,2,0.499950500,0
#4 linear-control,4,2,4,3,0.499950500,0
#4 linear-control,4,2,4,4,0.499950500,0
#4 linear-control,4,2,4,5,0.499950500,1
#4 linear-control,4,2,5,2,0.999900250,0
#4 linear-control,4,2,5,3,0.999900250,0
#4 linear-control,4,2,5,4,0.999900250,0
#4 linear-control,4,2,5,5,0.999900250,0
#4 linear-control,5,2,0,2,1.000000000,0
#4 linear-control,5,2,0,3,1.000000000,0
#4 linear-control,5,2,0,4,1.000000000,0
#4 linear-control,5,2,0,5,0.833250167,1
#4 linear-control,5,2,1,2,0.499950500,0
#4 linear-control,5,2,1,3,0.499950500,0
#4 linear-control,5,2,1,4,0.499950500,0
#4 linear-control,5,2,1,5,0.499950500,1
#4 linear-control,5,2,2,2,0.499950500,0
#4 linear-control,5,2,2,3,0.499950500,0
#4 linear-control,5,2,2,4,0.499950500,0
#4 linear-control,5,2,2,5,0.499950500,1
#4 linear-control,5,2,3,2,0.499950500,0
#4 linear-control,5,2,3,3,0.499950500,0
#4 linear-control,5,2,3,4,0.499950500,0
#4 linear-control,5,2,3,5,0.499950500,1
#4 linear-control,5,2,4,2,0.499950500,0
#4 linear-control,5,2,4,3,0.499950500,0
#4 linear-control,5,2,4,4,0.499950500,0
#4 linear-control,5,2,4,5,0.499950500,1
#4 linear-control,5,2,5,2,0.499950500,0
#4 linear-control,5,2,5,3,0.499950500,0
#4 linear-control,5,2,5,4,0.499950500,0
#4 linear-control,5,2,5,5,0.499950500,1
#4 linear-control,6,2,0,2,0.999901000,0
#4 linear-control,6,2,0,3,0.999901000,0
#4 linear-control,6,2,0,4,0.999901000,0
#4 linear-control,6,2,0,5,0.833134667,1
#4 linear-control,6,2,1,2,0.499950500,0
#4 linear-control,6,2,1,3,0.499950500,0
#4 linear-control,6,2,1,4,0.499950500,0
#4 linear-control,6,2,1,5,0.499851500,1
#4 linear-control,6,2,2,2,0.333234000,0
#4 linear-control,6,2,2,3,0.333234000,0
#4 linear-control,6,2,2,4,0.333234000,0
#4 linear-control,6,2,2,5,0.333234000,1
#4 linear-control,6,2,3,2,0.499900500,0
#4 linear-control,6,2,3,3,0.499900500,0
#4 linear-control,6,2,3,4,0.499900500,0
#4 linear-control,6,2,3,5,0.499900500,1
#4 linear-control,6,2,4,2,0.499900500,0
#4 linear-control,6,2,4,3,0.499900500,0
#4 linear-control,6,2,4,4,0.499900500,0
#4 linear-control,6,2,4,5,0.499900500,1
#4 linear-control,6,2,5,2,0.499900500,0
#4 linear-control,6,2,5,3,0.499900500,0
#4 linear-control,6,2,5,4,0.499900500,0
#4 linear-control,6,2,5,5,0.499900500,1
#4 linear-control,7,2,0,2,0.999900500,0
#4 linear-control,7,2,0,3,0.999900500,0
#4 linear-control,7,2,0,4,0.999900500,0
#4 linear-control,7,2,0,5,0.833117667,1
#4 linear-control,7,2,1,2,0.499950500,0
#4 linear-control,7,2,1,3,0.499950500,0
#4 linear-control,7,2,1,4,0.499950500,0
#4 linear-control,7,2,1,5,0.499851000,1
#4 linear-control,7,2,2,2,0.333234000,0
#4 linear-control,7,2,2,3,0.333234000,0
#4 linear-control,7,2,2,4,0.333234000,0
#4 linear-control,7,2,2,5,0.333234000,1
#4 linear-control,7,2,3,2,0.333234000,0
#4 linear-control,7,2,3,3,0.333234000,0
#4 linear-control,7,2,3,4,0.333234000,0
#4 linear-control,7,2,3,5,0.333234000,1
#4 linear-control,7,2,4,2,0.499900500,0
#4 linear-control,7,2,4,3,0.499900500,0
#4 linear-control,7,2,4,4,0.499900500,0
#4 linear-control,7,2,4,5,0.499900500,1
#4 linear-control,7,2,5,2,0.499900500,0
#4 linear-control,7,2,5,3,0.499900500,0
#4 linear-control,7,2,5,4,0.499900500,0
#4 linear-control,7,2,5,5,0.499900500,1
#4 linear-control,8,2,0,2,0.999900333,0
#4 linear-control,8,2,0,3,0.999900333,0
#4 linear-control,8,2,0,4,0.999900333,0
#4 linear-control,8,2,0,5,0.833101000,1
#4 linear-control,8,2,1,2,0.499950500,0
#4 linear-control,8,2,1,3,0.499950500,0
#4 linear-control,8,2,1,4,0.499950500,0
#4 linear-control,8,2,1,5,0.499850833,1
#4 linear-control,8,2,2,2,0.333234000,0
#4 linear-control,8,2,2,3,0.333234000,0
#4 linear-control,8,2,2,4,0.333234000,0
#4 linear-control,8,2,2,5,0.333234000,1
#4 linear-control,8,2,3,2,0.333234000,0
#4 linear-control,8,2,3,3,0.333234000,0
#4 linear-control,8,2,3,4,0.333234000,0
#4 linear-control,8,2,3,5,0.333234000,1
#4 linear-control,8,2,4,2,0.333234000,0
#4 linear-control,8,2,4,3,0.333234000,0
#4 linear-control,8,2,4,4,0.333234000,0
#4 linear-control,8,2,4,5,0.333234000,1
#4 linear-control,8,2,5,2,0.499900500,0
#4 linear-control,8,2,5,3,0.499900500,0
#4 linear-control,8,2,5,4,0.499900500,0
#4 linear-control,8,2,5,5,0.499900500,1
#4 linear-control,9,2,0,2,0.999900250,0
#4 linear-control,9,2,0,3,0.999900250,0
#4 linear-control,9,2,0,4,0.999900250,0
#4 linear-control,9,2,0,5,0.833084417,1
#4 linear-control,9,2,1,2,0.499950500,0
#4 linear-control,9,2,1,3,0.499950500,0
#4 linear-control,9,2,1,4,0.499950500,0
#4 linear-control,9,2,1,5,0.499850750,1
#4 linear-control,9,2,2,2,0.333234000,0
#4 linear-control,9,2,2,3,0.333234000,0
#4 linear-control,9,2,2,4,0.333234000,0
#4 linear-control,9,2,2,5,0.333234000,1
#4 linear-control,9,2,3,2,0.333234000,0
#4 linear-control,9,2,3,3,0.333234000,0
#4 linear-control,9,2,3,4,0.333234000,0
#4 linear-control,9,2,3,5,0.333234000,1
#4 linear-control,9,2,4,2,0.333234000,0
#4 linear-control,9,2,4,3,0.333234000,0
#4 linear-control,9,2,4,4,0.333234000,0
#4 linear-control,9,2,4,5,0.333234000,1
#4 linear-control,9,2,5,2,0.333234000,0
#4 linear-control,9,2,5,3,0.333234000,0
#4 linear-control,9,2,5,4,0.333234000,0
#4 linear-control,9,2,5,5,0.333234000,1
#4 linear-control,10,2,0,2,0.999702000,0
#4 linear-control,10,2,0,3,0.999702000,0
#4 linear-control,10,2,0,4,0.999702000,0
#4 linear-control,10,2,0,5,0.832869500,1
#4 linear-control,10,2,1,2,0.499900500,0
#4 linear-control,10,2,1,3,0.499900500,0
#4 linear-control,10,2,1,4,0.499900500,0
#4 linear-control,10,2,1,5,0.499701500,1
#4 linear-control,10,2,2,2,0.333234000,0
#4 linear-control,10,2,2,3,0.333234000,0
#4 linear-control,10,2,2,4,0.333234000,0
#4 linear-control,10,2,2,5,0.333135000,1
#4 linear-control,10,2,3,2,0.249850750,0
#4 linear-control,10,2,3,3,0.249850750,0
#4 linear-control,10,2,3,4,0.249850750,0
#4 linear-control,10,2,3,5,0.249850750,1
#4 linear-control,10,2,4,2,0.333200667,0
#4 linear-control,10,2,4,3,0.333200667,0
#4 linear-control,10,2,4,4,0.333200667,0
#4 linear-control,10,2,4,5,0.333200667,1
#4 linear-control,10,2,5,2,0.333200667,0
#4 linear-control,10,2,5,3,0.333200667,0
#4 linear-control,10,2,5,4,0.333200667,0
#4 linear-control,10,2,5,5,0.333200667,1
#4 linear-control,11,2,0,2,0.999701000,0
#4 linear-control,11,2,0,3,0.999701000,0
#4 linear-control,11,2,0,4,0.999701000,0
#4 linear-control,11,2,0,5,0.832851833,1
#4 linear-control,11,2,1,2,0.499900500,0
#4 linear-control,11,2,1,3,0.499900500,0
#4 linear-control,11,2,1,4,0.499900500,0
#4 linear-control,11,2,1,5,0.499701500,1
#4 linear-control,11,2,2,2,0.333234000,0
#4 linear-control,11,2,2,3,0.333234000,0
#4 linear-control,11,2,2,4,0.333234000,0
#4 linear-control,11,2,2,5,0.333134500,1
#4 linear-control,11,2,3,2,0.249850750,0
#4 linear-control,11,2,3,3,0.249850750,0
#4 linear-control,11,2,3,4,0.249850750,0
#4 linear-control,11,2,3,5,0.249850750,1
#4 linear-control,11,2,4,2,0.249850750,0
#4 linear-control,11,2,4,3,0.249850750,0
#4 linear-control,11,2,4,4,0.249850750,0
#4 linear-control,11,2,4,5,0.249850750,1
#4 linear-control,11,2,5,2,0.333200667,0
#4 linear-control,11,2,5,3,0.333200667,0
#4 linear-control,11,2,5,4,0.333200667,0
#4 linear-control,11,2,5,5,0.333200667,1
#4 linear-control,12,2,0,2,0.999701000,0
#4 linear-control,12,2,0,3,0.999701000,0
#4 linear-control,12,2,0,4,0.999701000,0
#4 linear-control,12,2,0,5,0.832835167,1
#4 linear-control,12,2,1,2,0.499900500,0
#4 linear-control,12,2,1,3,0.499900500,0
#4 linear-control,12,2,1,4,0.499900500,0
#4 linear-control,12,2,1,5,0.499701500,1
#4 linear-control,12,2,2,2,0.333234000,0
#4 linear-control,12,2,2,3,0.333234000,0
#4 linear-control,12,2,2,4,0.333234000,0
#4 linear-control,12,2,2,5,0.333134333,1
#4 linear-control,12,2,3,2,0.249850750,0
#4 linear-control,12,2,3,3,0.249850750,0
#4 linear-control,12,2,3,4,0.249850750,0
#4 linear-control,12,2,3,5,0.249850750,1
#4 linear-control,12,2,4,2,0.249850750,0
#4 linear-control,12,2,4,3,0.249850750,0
#4 linear-control,12,2,4,4,0.249850750,0
#4 linear-control,12,2,4,5,0.249850750,1
#4 linear-control,12,2,5,2,0.249850750,0
#4 linear-control,12,2,5,3,0.249850750,0
#4 linear-control,12,2,5,4,0.249850750,0
#4 linear-control,12,2,5,5,0.249850750,1
#4 linear-control,13,2,0,2,0.999701000,0
#4 linear-control,13,2,0,3,0.999701000,0
#4 linear-control,13,2,0,4,0.999701000,0
#4 linear-control,13,2,0,5,0.832835167,1
#4 linear-control,13,2,1,2,0.499900500,0
#4 linear-control,13,2,1,3,0.499900500,0
#4 linear-control,13,2,1,4,0.499900500,0
#4 linear-control,13,2,1,5,0.499701500,1
#4 linear-control,13,2,2,2,0.333234000,0
#4 linear-control,13,2,2,3,0.333234000,0
#4 linear-control,13,2,2,4,0.333234000,0
#4 linear-control,13,2,2,5,0.333134333,1
#4 linear-control,13,2,3,2,0.199880400,0
#4 linear-control,13,2,3,3,0.199880400,0
#4 linear-control,13,2,3,4,0.199880400,0
#4 linear-control,13,2,3,5,0.199880400,1
#4 linear-control,13,2,4,2,0.199880400,0
#4 linear-control,13,2,4,3,0.199880400,0
#4 linear-control,13,2,4,4,0.199880400,0
#4 linear-control,13,2,4,5,0.199880400,1
#4 linear-control,13,2,5,2,0.249850750,0
#4 linear-control,13,2,5,3,0.249850750,0
#4 linear-control,13,2,5,4,0.249850750,0
#4 linear-control,13,2,5,5,0.249850750,1
#4 linear-control,14,2,0,2,0.999304000,0
#4 linear-control,14,2,0,3,0.999304000,0
#4 linear-control,14,2,0,4,0.999304000,0
#4 linear-control,14,2,0,5,0.832421500,1
#4 linear-control,14,2,1,2,0.499751500,0
#4 linear-control,14,2,1,3,0.499751500,0
#4 linear-control,14,2,1,4,0.499751500,0
#4 linear-control,14,2,1,5,0.499452500,1
#4 linear-control,14,2,2,2,0.333167333,0
#4 linear-control,14,2,2,3,0.333167333,0
#4 linear-control,14,2,2,4,0.333167333,0
#4 linear-control,14,2,2,5,0.332968333,1
#4 linear-control,14,2,3,2,0.199880400,0
#4 linear-control,14,2,3,3,0.199880400,0
#4 linear-control,14,2,3,4,0.199880400,0
#4 linear-control,14,2,3,5,0.199781400,1
#4 linear-control,14,2,4,2,0.199880400,0
#4 linear-control,14,2,4,3,0.199880400,0
#4 linear-control,14,2,4,4,0.199880400,0
#4 linear-control,14,2,4,5,0.199781400,1
#4 linear-control,14,2,5,2,0.166484167,0
#4 linear-control,14,2,5,3,0.166484167,0
#4 linear-control,14,2,5,4,0.166484167,0
#4 linear-control,14,2,5,5,0.166484167,1
#4 linear-control,15,2,0,2,0.999302000,0
#4 linear-control,15,2,0,3,0.999302000,0
#4 linear-control,15,2,0,4,0.999302000,0
#4 linear-control,15,2,0,5,0.832419500,1
#4 linear-control,15,2,1,2,0.499750750,0
#4 linear-control,15,2,1,3,0.499750750,0
#4 linear-control,15,2,1,4,0.499750750,0
#4 linear-control,15,2,1,5,0.499451750,1
#4 linear-control,15,2,2,2,0.333167333,0
