trace,round,degree,covered,touched,narrow,soft_fill,max_width,tau,tau_published,accuracy,is_boundary,boundary_reason,progress_pct
#9 short-session-degree2-cap,22,2,19,19,24,0.791667,0.166667,0.845479,0.832783,,0,,15.83
#9 short-session-degree2-cap,23,2,19,19,24,0.791667,0.166667,0.845479,0.832783,,0,,15.83
#9 short-session-degree2-cap,24,2,20,20,24,0.833333,0.166667,0.711846,0.698494,,0,,16.67
#9 short-session-degree2-cap,25,2,22,22,24,0.916667,0.166667,0.726788,0.714665,,0,,18.33
#9 short-session-degree2-cap,26,2,23,23,24,0.958333,0.166667,0.711846,0.698494,,0,,19.17
#9 short-session-degree2-cap,27,2,23,23,24,0.958333,0.166667,0.726788,0.714665,,0,,19.17
#9 short-session-degree2-cap,28,2,23,23,24,0.958333,0.166667,0.748967,0.736240,,0,,19.17
#9 short-session-degree2-cap,29,2,23,23,24,0.958333,0.166667,0.711846,0.698494,,0,,19.17
#9 short-session-degree2-cap,30,2,24,24,24,1.000000,0.166667,0.711846,0.698494,0.794841,1,coverage-complete,20.00
#10 dan-approximation,1,2,0,2,0,0.026049,1.000000,0.491438,0.491289,,0,,0.00
#10 dan-approximation,2,2,0,3,0,0.052094,1.000000,0.461074,0.460865,,0,,0.00
#10 dan-approximation,3,2,0,4,0,0.078138,1.000000,0.422864,0.422736,,0,,0.00
#10 dan-approximation,4,2,0,5,0,0.104182,1.000000,0.466797,0.466656,,0,,0.00
#10 dan-approximation,5,2,0,6,0,0.138906,1.000000,0.516517,0.516387,,0,,0.00
#10 dan-approximation,6,2,0,6,0,0.147608,0.999901,0.532967,0.532832,,0,,0.00
#10 dan-approximation,7,2,0,6,0,0.156290,0.999900,0.384748,0.384690,,0,,0.00
#10 dan-approximation,8,2,0,6,0,0.164971,0.999900,0.498994,0.498843,,0,,0.00
#10 dan-approximation,9,2,0,6,0,0.173653,0.999900,0.435255,0.435189,,0,,0.00
#10 dan-approximation,10,2,0,6,0,0.178023,0.999702,0.424461,0.424375,,0,,0.00
#10 dan-approximation,11,2,0,6,0,0.182365,0.999701,0.354982,0.354910,,0,,0.00
#10 dan-approximation,12,2,0,6,0,0.186707,0.999701,0.337086,0.337001,,0,,0.00
#10 dan-approximation,13,2,1,6,4,0.189344,0.999403,0.438626,0.438560,,0,,0.83
#10 dan-approximation,14,2,2,6,8,0.191940,0.999402,0.297119,0.297074,,0,,1.67
#10 dan-approximation,15,2,2,6,8,0.191989,0.999004,0.363555,0.363536,,0,,1.67
#10 dan-approximation,16,2,2,10,8,0.244223,0.999004,0.352136,0.352101,,0,,1.67
#10 dan-approximation,17,2,2,11,8,0.244291,0.998905,0.446385,0.446340,,0,,1.67
#10 dan-approximation,18,2,2,12,8,0.270371,0.998905,0.394898,0.394879,,0,,1.67
#10 dan-approximation,19,2,2,12,8,0.270405,0.998805,0.378904,0.378865,,0,,1.67
#10 dan-approximation,20,2,2,14,8,0.348559,0.998805,0.416327,0.416306,,0,,1.67
#10 dan-approximation,21,2,2,17,8,0.457111,0.998805,0.500201,0.500151,,0,,1.67
#10 dan-approximation,22,2,2,17,8,0.457127,0.998803,0.457256,0.457233,,0,,1.67
#10 dan-approximation,23,2,4,20,8,0.575214,0.998803,0.500339,0.500289,,0,,3.33
#10 dan-approximation,24,2,4,20,8,0.661931,0.832086,0.467503,0.467456,,0,,3.33
#10 dan-approximation,25,2,5,21,8,0.703598,0.832086,0.514381,0.514329,,0,,4.17
#10 dan-approximation,26,2,6,22,8,0.745348,0.831787,0.516393,0.516367,,0,,5.00
#10 dan-approximation,27,2,6,22,8,0.745385,0.831787,0.541944,0.541890,,0,,5.00
#10 dan-approximation,28,2,6,22,8,0.745395,0.831787,0.687363,0.687329,,0,,5.00
#10 dan-approximation,29,2,8,24,8,0.828728,0.831787,0.687363,0.687329,,0,,6.67
#10 dan-approximation,30,2,8,24,8,0.828728,0.831787,0.670421,0.670353,,0,,6.67
#10 dan-approximation,31,2,8,24,8,0.828803,0.831587,0.703484,0.703378,,0,,6.67
#10 dan-approximation,32,2,8,24,8,0.828803,0.831586,0.693261,0.693226,,0,,6.67
#10 dan-approximation,33,2,8,24,8,0.828808,0.831586,0.620466,0.620435,,0,,6.67
#10 dan-approximation,34,2,8,24,8,0.828808,0.831586,0.622144,0.622113,,0,,6.67
#10 dan-approximation,35,2,8,24,8,0.828926,0.831287,0.624325,0.624293,,0,,6.67
#10 dan-approximation,36,2,8,24,8,0.828926,0.831287,0.623049,0.623018,,0,,6.67
#10 dan-approximation,37,2,8,24,8,0.828926,0.831287,0.671509,0.671476,,0,,6.67
#10 dan-approximation,38,2,8,24,8,0.828984,0.831087,0.638950,0.638886,,0,,6.67
#10 dan-approximation,39,2,8,24,8,0.828994,0.831087,0.681194,0.681160,,0,,6.67
#10 dan-approximation,40,2,8,24,8,0.898499,0.440237,0.682671,0.682636,,0,,6.67
#10 dan-approximation,41,2,8,24,8,0.898499,0.440237,0.638884,0.638820,,0,,6.67
#10 dan-approximation,42,2,9,24,9,0.916988,0.440137,0.663533,0.663500,,0,,7.50
#10 dan-approximation,43,2,9,24,9,0.916988,0.440137,0.633386,0.633322,,0,,7.50
#10 dan-approximation,44,2,9,24,9,0.917082,0.439988,0.719198,0.719162,,0,,7.50
#10 dan-approximation,45,2,9,24,9,0.917177,0.439808,0.690778,0.690744,,0,,7.50
#10 dan-approximation,46,2,9,24,9,0.917177,0.439808,0.778565,0.778487,,0,,7.50
#10 dan-approximation,47,2,18,24,18,0.981488,0.284645,0.716085,0.716049,,0,,15.00
#10 dan-approximation,48,2,18,24,18,0.981488,0.284645,0.749189,0.749152,,0,,15.00
#10 dan-approximation,49,2,18,24,18,0.981488,0.284645,0.713402,0.713367,,0,,15.00
#10 dan-approximation,50,2,18,24,18,0.981493,0.284645,0.752306,0.752268,,0,,15.00
#10 dan-approximation,51,2,19,24,19,0.984083,0.284567,0.770704,0.770665,,0,,15.83
#10 dan-approximation,52,2,19,24,19,0.984083,0.284567,0.758037,0.757998,,0,,15.83
#10 dan-approximation,53,2,19,24,19,0.984083,0.284566,0.745269,0.745231,,0,,15.83
#10 dan-approximation,54,2,20,24,20,0.987820,0.284566,0.751200,0.751162,,0,,16.67
#10 dan-approximation,55,2,20,24,20,0.987820,0.284566,0.752105,0.752067,,0,,16.67
#10 dan-approximation,56,2,20,24,20,0.987820,0.284566,0.723219,0.723183,,0,,16.67
#10 dan-approximation,57,2,20,24,20,0.987820,0.284566,0.748907,0.748831,,0,,16.67
#10 dan-approximation,58,2,20,24,20,0.987840,0.284480,0.755039,0.754964,,0,,16.67
#10 dan-approximation,59,2,20,24,20,0.987840,0.284480,0.771899,0.771821,,0,,16.67
#10 dan-approximation,60,2,20,24,20,0.987840,0.284480,0.778454,0.778415,,0,,16.67
#10 dan-approximation,61,2,20,24,20,0.987840,0.284480,0.787765,0.787725,,0,,16.67
#10 dan-approximation,62,2,21,24,21,0.993255,0.248802,0.772552,0.772514,,0,,17.50
#10 dan-approximation,63,2,21,24,21,0.993260,0.248752,0.790097,0.790017,,0,,17.50
#10 dan-approximation,64,2,21,24,21,0.993260,0.248752,0.762568,0.762530,,0,,17.50
#10 dan-approximation,65,2,21,24,21,0.993260,0.248752,0.761199,0.761160,,0,,17.50
#10 dan-approximation,66,2,21,24,21,0.993260,0.248752,0.744263,0.744226,,0,,17.50
#10 dan-approximation,67,2,21,24,21,0.993260,0.248752,0.746374,0.746337,,0,,17.50
#10 dan-approximation,68,2,21,24,21,0.993260,0.248752,0.770843,0.770805,,0,,17.50
#10 dan-approximation,69,2,22,24,22,0.995799,0.248652,0.754084,0.754046,,0,,18.33
#10 dan-approximation,70,2,22,24,22,0.995799,0.248653,0.804404,0.804323,,0,,18.33
#10 dan-approximation,71,2,22,24,22,0.995799,0.248652,0.797657,0.797617,,0,,18.33
#10 dan-approximation,72,2,22,24,22,0.995808,0.248552,0.785251,0.785212,,0,,18.33
#10 dan-approximation,73,2,23,24,23,0.997482,0.248352,0.779451,0.779411,,0,,19.17
#10 dan-approximation,74,2,23,24,23,0.997482,0.248352,0.780959,0.780919,,0,,19.17
#10 dan-approximation,75,2,23,24,23,0.997482,0.248352,0.772298,0.772259,,0,,19.17
#10 dan-approximation,76,2,23,24,23,0.997482,0.248352,0.785120,0.785081,,0,,19.17
#10 dan-approximation,77,2,24,24,24,1.000000,0.198003,0.751370,0.751332,0.879765,1,coverage-complete,20.00
#10 dan-approximation,78,3,5,5,24,0.208333,0.198003,0.762096,0.762058,,0,,24.17
#10 dan-approximation,79,3,8,8,24,0.333333,0.198003,0.822571,0.822489,,0,,26.67
#10 dan-approximation,80,3,12,12,24,0.500000,0.198003,0.781461,0.781422,,0,,30.00
#10 dan-approximation,81,3,14,14,24,0.583333,0.198003,0.781872,0.781833,,0,,31.67
#10 dan-approximation,82,3,17,17,24,0.708333,0.198003,0.819937,0.819895,,0,,34.17
#10 dan-approximation,83,3,17,17,24,0.708333,0.198003,0.794631,0.794592,,0,,34.17
#10 dan-approximation,84,3,18,18,24,0.750000,0.198003,0.808274,0.808234,,0,,35.00
#10 dan-approximation,85,3,19,19,24,0.791667,0.198003,0.823195,0.823154,,0,,35.83
#10 dan-approximation,86,3,19,19,24,0.791667,0.198003,0.810888,0.810848,,0,,35.83
#10 dan-approximation,87,3,22,22,24,0.916667,0.198003,0.805158,0.805117,,0,,38.33
#10 dan-approximation,88,3,22,22,24,0.916667,0.198003,0.823858,0.823816,,0,,38.33
#10 dan-approximation,89,3,22,22,24,0.916667,0.198003,0.811722,0.811682,,0,,38.33
#10 dan-approximation,90,3,22,22,24,0.916667,0.198003,0.808204,0.808163,0.885715,0,,38.33
A70,1,2,0,2,0,0.026049,1.000000,0.485198,0.485174,,0,,0.00
A70,2,2,0,3,0,0.069453,1.000000,0.509716,0.509716,,0,,0.00
A70,3,2,0,4,0,0.108547,0.999802,0.383441,0.383441,,0,,0.00
A70,4,2,1,5,4,0.158899,0.999703,0.517358,0.517332,,0,,0.83
A70,5,2,2,6,8,0.209242,0.999702,0.484689,0.484664,,0,,1.67
A70,6,2,2,6,8,0.209242,0.999702,0.462860,0.462836,,0,,1.67
A70,7,2,2,6,8,0.209242,0.999702,0.462860,0.462836,,0,,1.67
A70,8,2,6,6,12,0.250000,0.250076,0.392520,0.392500,,0,,5.00
A70,9,2,6,6,9,0.250000,0.200141,0.381814,0.381814,,0,,5.00
A70,10,2,6,6,9,0.250000,0.200141,0.374376,0.374376,,0,,5.00
A70,11,2,6,6,12,0.250000,0.200121,0.402953,0.402953,,0,,5.00
A70,12,2,6,6,15,0.250000,0.200061,0.402953,0.402953,,0,,5.00
A70,13,2,6,6,15,0.250000,0.200061,0.369678,0.369678,,0,,5.00
A70,14,2,6,6,15,0.250000,0.200061,0.430604,0.430604,,0,,5.00
A70,15,2,6,6,9,0.250000,0.200120,0.495607,0.495607,,0,,5.00
A70,16,2,8,10,12,0.416654,0.200120,0.517333,0.517333,,0,,6.67
A70,17,2,8,13,12,0.541652,0.200120,0.519228,0.519202,,0,,6.67
A70,18,2,8,14,12,0.583321,0.200060,0.480795,0.480771,,0,,6.67
A70,19,2,10,16,15,0.666654,0.200060,0.543034,0.543006,,0,,8.33
A70,20,2,14,20,18,0.833321,0.200060,0.465600,0.465577,,0,,11.67
A70,21,2,17,21,20,0.874989,0.200060,0.547704,0.547676,,0,,14.17
A70,22,2,18,22,20,0.916656,0.200060,0.582317,0.582317,,0,,15.00
A70,23,2,18,22,20,0.916656,0.200060,0.498693,0.498693,,0,,15.00
A70,24,2,18,22,20,0.916656,0.200060,0.507632,0.507606,,0,,15.00
A70,25,2,19,22,21,0.916657,0.200060,0.559952,0.559952,,0,,15.83
A70,26,2,20,23,21,0.958324,0.200060,0.584988,0.584988,,0,,16.67
A70,27,2,20,23,21,0.958324,0.200060,0.603851,0.603851,,0,,16.67
A70,28,2,23,23,24,0.958333,0.199961,0.627768,0.627737,,0,,19.17
A70,29,2,23,23,24,0.958333,0.199862,0.714551,0.714551,,0,,19.17
A70,30,2,23,23,24,0.958333,0.199862,0.723526,0.723526,,0,,19.17
A70,31,2,23,23,24,0.958333,0.199862,0.739335,0.739335,,0,,19.17
A70,32,2,24,24,24,1.000000,0.199862,0.584364,0.584335,0.767690,1,session-escalated,20.00
A70,33,3,5,5,24,0.208333,0.199862,0.786660,0.786660,,0,,24.17
A70,34,3,8,8,24,0.333333,0.199862,0.683708,0.683673,,0,,26.67
A70,35,3,10,10,24,0.416667,0.199842,0.636240,0.636240,,0,,28.33
A70,36,3,12,12,24,0.500000,0.199682,0.637632,0.637600,,0,,30.00
A70,37,3,16,16,24,0.666667,0.199682,0.761012,0.761012,,0,,33.33
A70,38,3,19,19,24,0.791667,0.199681,0.694911,0.694911,,0,,35.83
A70,39,3,19,19,24,0.791667,0.199681,0.780732,0.780692,,0,,35.83
A70,40,3,19,19,24,0.791667,0.199681,0.591115,0.591115,,0,,35.83
A70,41,3,20,20,24,0.833333,0.199682,0.744296,0.744296,,0,,36.67
A70,42,3,22,22,24,0.916667,0.199682,0.696771,0.696736,,0,,38.33
A70,43,3,22,22,24,0.916667,0.199662,0.716436,0.716400,,0,,38.33
A70,44,3,22,22,24,0.916667,0.199662,0.674876,0.674876,,0,,38.33
A70,45,3,22,22,24,0.916667,0.199662,0.643013,0.643013,,0,,38.33
A70,46,3,24,24,24,1.000000,0.199662,0.697407,0.697372,0.824032,1,session-escalated,40.00
A70,47,4,7,7,24,0.291667,0.199662,0.737160,0.737160,,0,,45.83
A70,48,4,11,11,24,0.458333,0.199662,0.740275,0.740275,,0,,49.17
A70,49,4,14,14,24,0.583333,0.199662,0.684021,0.684021,,0,,51.67
A70,50,4,19,19,24,0.791667,0.199662,0.666482,0.666449,,0,,55.83
A70,51,4,20,20,24,0.833333,0.199612,0.732234,0.732234,,0,,56.67
A70,52,4,21,21,24,0.875000,0.199612,0.797146,0.797105,,0,,57.50
A70,53,4,21,21,24,0.875000,0.199612,0.723755,0.723755,,0,,57.50
A70,54,4,23,23,24,0.958333,0.199552,0.801347,0.801347,,0,,59.17
A70,55,4,23,23,24,0.958333,0.199552,0.810966,0.810966,,0,,59.17
A70,56,4,24,24,24,1.000000,0.199552,0.677119,0.677119,0.852115,1,session-escalated,60.00
A70,57,5,9,9,24,0.375000,0.199326,0.804231,0.804231,,0,,67.50
A70,58,5,17,17,24,0.708333,0.199326,0.841068,0.841026,,0,,74.17
A70,59,5,19,19,24,0.791667,0.199326,0.837530,0.837530,,0,,75.83
A70,60,5,22,22,24,0.916667,0.199326,0.784883,0.784844,,0,,78.33
A70,61,5,23,23,24,0.958333,0.199326,0.802854,0.802854,,0,,79.17
A70,62,5,23,23,24,0.958333,0.199326,0.833710,0.833710,,0,,79.17
A70,63,5,23,23,24,0.958333,0.199192,0.817026,0.817026,,0,,79.17
A70,64,5,24,24,24,1.000000,0.199192,0.817026,0.817026,0.895728,1,session-escalated,80.00
A70,65,6,10,10,24,0.416667,0.198718,0.841571,0.841529,,0,,88.33
A70,66,6,12,12,24,0.500000,0.198718,0.844766,0.844766,,0,,90.00
A70,67,6,19,19,24,0.791667,0.198718,0.840939,0.840897,,0,,95.83
A70,68,6,21,21,24,0.875000,0.197505,0.951529,0.951481,,0,,97.50
A70,69,6,21,21,24,0.875000,0.197505,0.994748,0.994698,,0,,97.50
A70,70,6,24,24,24,1.000000,0.197505,1.000000,0.999899,0.920422,0,,100.00
B71,1,2,0,2,0,0.026049,1.000000,0.452775,0.452775,,0,,0.00
B71,2,2,0,3,0,0.060792,0.999901,0.396433,0.396433,,0,,0.00
B71,3,2,0,4,0,0.095520,0.999900,0.435145,0.435145,,0,,0.00
B71,4,2,0,5,0,0.147614,0.999801,0.561805,0.561805,,0,,0.00
B71,5,2,0,6,0,0.195359,0.999801,0.626086,0.626086,,0,,0.00
B71,6,2,6,6,12,0.250000,0.250101,0.614677,0.614677,,0,,5.00
B71,7,2,6,6,12,0.250000,0.250101,0.614677,0.614677,,0,,5.00
B71,8,2,6,6,12,0.250000,0.250101,0.638106,0.638106,,0,,5.00
B71,9,2,6,6,12,0.250000,0.250101,0.560442,0.560442,,0,,5.00
B71,10,2,6,6,12,0.250000,0.200141,0.656139,0.656139,,0,,5.00
B71,11,2,6,6,12,0.250000,0.200141,0.630913,0.630913,,0,,5.00
B71,12,2,6,6,12,0.250000,0.200141,0.519519,0.519519,,0,,5.00
B71,13,2,6,6,12,0.250000,0.200101,0.537367,0.537367,,0,,5.00
B71,14,2,6,6,24,0.250000,0.166818,0.607557,0.607557,,0,,5.00
B71,15,2,6,6,24,0.250000,0.166818,0.609087,0.609087,,0,,5.00
B71,16,2,10,10,24,0.416667,0.166818,0.608702,0.608702,,0,,8.33
B71,17,2,13,13,24,0.541667,0.166718,0.594957,0.594957,,0,,10.83
B71,18,2,15,15,24,0.625000,0.166718,0.720299,0.720299,,0,,12.50
B71,19,2,18,18,24,0.750000,0.166718,0.707347,0.707347,,0,,15.00
B71,20,2,19,19,24,0.791667,0.166719,0.607078,0.607078,,0,,15.83
B71,21,2,19,19,24,0.791667,0.166619,0.711894,0.711894,,0,,15.83
B71,22,2,20,20,24,0.833333,0.166618,0.672969,0.672969,,0,,16.67
B71,23,2,21,21,24,0.875000,0.166617,0.699786,0.699786,,0,,17.50
B71,24,2,23,23,24,0.958333,0.166617,0.618438,0.618438,,0,,19.17
B71,25,2,23,23,24,0.958333,0.166617,0.719570,0.719570,,0,,19.17
B71,26,2,23,23,24,0.958333,0.166617,0.755486,0.755486,,0,,19.17
B71,27,2,23,23,24,0.958333,0.166617,0.777144,0.777144,,0,,19.17
B71,28,2,24,24,24,1.000000,0.166617,0.748819,0.748819,0.761880,1,session-escalated,20.00
B71,29,3,6,6,24,0.250000,0.166617,0.799105,0.799105,,0,,25.00
B71,30,3,11,11,24,0.458333,0.166617,0.881853,0.881853,,0,,29.17
B71,31,3,12,12,24,0.500000,0.166617,0.780087,0.780087,,0,,30.00
B71,32,3,15,15,24,0.625000,0.166617,0.844880,0.844880,,0,,32.50
B71,33,3,16,16,24,0.666667,0.166617,0.710258,0.710258,,0,,33.33
B71,34,3,17,17,24,0.708333,0.166617,0.882300,0.882300,,0,,34.17
B71,35,3,19,19,24,0.791667,0.166617,0.842626,0.842626,,0,,35.83
B71,36,3,21,21,24,0.875000,0.166617,0.843288,0.843288,,0,,37.50
B71,37,3,21,21,24,0.875000,0.166617,0.709551,0.709551,,0,,37.50
B71,38,3,22,22,24,0.916667,0.166617,0.870955,0.870955,,0,,38.33
B71,39,3,22,22,24,0.916667,0.166617,0.835176,0.835176,,0,,38.33
B71,40,3,23,23,24,0.958333,0.166617,0.864193,0.864193,,0,,39.17
B71,41,3,23,23,24,0.958333,0.166509,0.892909,0.892909,,0,,39.17
B71,42,3,23,23,24,0.958333,0.166509,0.876784,0.876784,,0,,39.17
B71,43,3,23,23,24,0.958333,0.165303,0.876052,0.876052,,0,,39.17
B71,44,3,23,23,24,0.958333,0.165303,0.894472,0.894472,,0,,39.17
B71,45,3,23,23,24,0.958333,0.165303,0.862513,0.862513,,0,,39.17
B71,46,3,23,23,24,0.958333,0.164006,0.887236,0.887236,,0,,39.17
B71,47,3,23,23,24,0.958333,0.164006,0.902211,0.902211,,0,,39.17
B71,48,3,23,23,24,0.958333,0.123753,0.904824,0.904824,,0,,39.17
B71,49,3,24,24,24,1.000000,0.123753,0.899643,0.899643,0.943630,1,session-escalated,40.00
B71,50,4,5,5,24,0.208333,0.108755,0.910754,0.910754,,0,,44.17
B71,51,4,10,10,24,0.416667,0.080457,0.897387,0.897387,,0,,48.33
B71,52,4,14,14,24,0.583333,0.080457,0.916683,0.916683,,0,,51.67
B71,53,4,17,17,24,0.708333,0.080077,0.911457,0.911457,,0,,54.17
B71,54,4,20,20,24,0.833333,0.074990,0.923893,0.923893,,0,,56.67
B71,55,4,20,20,24,0.833333,0.024776,0.925427,0.925427,,0,,56.67
B71,56,4,21,21,24,0.875000,0.022169,0.926533,0.926533,,0,,57.50
B71,57,4,21,21,24,0.875000,0.000126,0.951256,0.951256,,0,,57.50
B71,58,4,22,22,24,0.916667,0.000125,0.948643,0.948643,,0,,58.33
B71,59,4,23,23,24,0.958333,0.000125,0.948643,0.948643,,0,,59.17
B71,60,4,23,23,24,0.958333,0.000125,0.948643,0.948643,,0,,59.17
B71,61,4,23,23,24,0.958333,0.000125,0.948643,0.948643,,0,,59.17
B71,62,4,23,23,24,0.958333,0.000125,0.948643,0.948643,,0,,59.17
B71,63,4,23,23,24,0.958333,0.000150,0.947437,0.947437,,0,,59.17
B71,64,4,23,23,24,0.958333,0.000062,0.950828,0.950828,,0,,59.17
B71,65,4,23,23,24,0.958333,0.000072,0.959799,0.959799,,0,,59.17
B71,66,4,23,23,24,0.958333,0.000041,0.959799,0.959799,,0,,59.17
B71,67,4,23,23,24,0.958333,0.000049,0.959497,0.959497,,0,,59.17
B71,68,4,23,23,24,0.958333,0.000049,0.959497,0.959497,,0,,59.17
B71,69,4,23,23,24,0.958333,0.000049,0.959497,0.959497,,0,,59.17
B71,70,4,23,23,24,0.958333,0.000049,0.959497,0.959497,,0,,59.17
B71,71,4,24,24,24,1.000000,0.000062,1.000000,1.000000,0.999977,0,,60.00
